日期,序號,會員代號,投注金額（元）,本店所屬起算日,保障本店所屬到期日
2024-02-13,284,貞84503,0,2024-01-01,2024-07-01
2024-02-13,285,建25611,0,2024-01-13,2024-07-13
2024-02-13,286,宇29206,0,2024-01-16,2024-07-16
2024-02-13,287,君39267,0,2024-01-01,2024-07-01
2024-02-13,288,偉16533,0,2024-01-01,2024-07-01
2024-02-13,289,純56810,0,2024-01-01,2024-07-01
2024-02-13,290,妤06359,0,2024-01-01,2024-07-01
2024-02-13,291,丞93391,0,2024-01-14,2024-07-14
2024-02-13,292,K41169,0,2024-01-20,2024-07-20
2024-02-13,293,彥42553,0,2024-01-01,2024-07-01
2024-02-13,294,傑04675,0,2024-01-01,2024-07-01
2024-02-13,295,望17342,0,2024-01-01,2024-07-01
2024-02-13,296,庭26016,0,2024-01-01,2024-07-01
2024-02-13,297,原82565,0,2024-01-01,2024-07-01
2024-02-13,298,庭39782,0,2024-01-01,2024-07-01
2024-02-13,299,毓85765,0,2024-01-01,2024-07-01
2024-02-13,300,鴻30885,0,2024-01-01,2024-07-01
2024-02-13,301,谷31580,0,2024-01-01,2024-07-01
2024-02-13,302,鵬60616,0,2024-01-01,2024-07-01
2024-02-13,303,程66846,0,2024-01-01,2024-07-01
2024-02-13,304,憲95989,0,2024-01-01,2024-07-01
2024-02-13,305,民26458,0,2024-01-01,2024-07-01
2024-02-13,306,塏37230,0,2024-01-01,2024-07-01
2024-02-13,307,皓44456,0,2024-01-01,2024-07-01
2024-02-13,308,鴻79751,0,2024-01-01,2024-07-01
2024-02-13,309,吉43997,0,2024-01-01,2024-07-01
2024-02-13,310,宏13552,0,2024-01-01,2024-07-01
2024-02-13,311,賢54055,0,2024-01-01,2024-07-01
2024-02-13,312,源50309,0,2024-01-01,2024-07-01
2024-02-13,313,瑄28937,0,2024-01-01,2024-07-01
2024-02-13,314,軒80043,0,2024-01-09,2024-07-09
2024-02-13,315,婷95630,0,2024-01-01,2024-07-01
2024-02-13,316,欣35600,0,2024-01-01,2024-07-01
2024-02-13,317,叡79378,0,2024-01-01,2024-07-01
2024-02-13,318,堂10606,0,2024-01-01,2024-07-01
2024-02-13,319,旂96851,0,2024-01-03,2024-07-03
2024-02-13,320,勛12298,0,2024-01-01,2024-07-01
2024-02-13,321,輝10858,0,2024-01-01,2024-07-01
2024-02-13,322,安69537,0,2024-01-01,2024-07-01
2024-02-13,323,屹69935,0,2024-01-01,2024-07-01
2024-02-13,324,瑜28986,0,2024-01-01,2024-07-01
2024-02-13,325,豊11330,0,2024-01-22,2024-07-22
2024-02-13,326,華08084,0,2024-01-01,2024-07-01
2024-02-13,327,智61296,0,2024-01-01,2024-07-01
2024-02-13,328,恩99411,0,2024-01-01,2024-07-01
2024-02-13,329,娥00093,0,2024-01-01,2024-07-01
2024-02-13,330,庭52960,0,2024-01-01,2024-07-01
2024-02-13,331,晟94368,0,2024-01-01,2024-07-01
2024-02-13,332,霖41328,0,2024-01-01,2024-07-01
2024-02-13,333,景33727,0,2024-01-01,2024-07-01
2024-02-13,334,慶04180,0,2024-01-01,2024-07-01
2024-02-13,335,敬88915,0,2024-01-18,2024-07-18
2024-02-13,336,仁23841,0,2024-01-01,2024-07-01
2024-02-13,337,益09306,0,2024-01-01,2024-07-01
2024-02-13,338,睿35668,0,2024-01-01,2024-07-01
2024-02-13,339,涵50245,0,2024-01-01,2024-07-01
2024-02-13,340,璇86992,0,2024-01-01,2024-07-01
2024-02-13,341,霖60587,0,2024-01-01,2024-07-01
2024-02-13,342,威63775,0,2024-01-01,2024-07-01
2024-02-13,343,銘91145,0,2024-01-01,2024-07-01
2024-02-13,344,憲35545,0,2024-01-01,2024-07-01
2024-02-13,345,勳68357,0,2024-01-01,2024-07-01
2024-02-13,346,助47987,0,2024-01-14,2024-07-14
2024-02-13,347,儒65999,0,2024-01-01,2024-07-01
2024-02-13,348,暄94931,0,2024-01-22,2024-07-22
2024-02-13,349,語21309,0,2024-01-01,2024-07-01
2024-02-13,350,笙52093,0,2024-01-01,2024-07-01
2024-02-13,351,德69222,0,2024-01-01,2024-07-01
2024-02-13,352,鈞07097,0,2024-01-01,2024-07-01
2024-02-13,353,歡98514,0,2024-01-01,2024-07-01
2024-02-13,354,翰26477,0,2024-01-01,2024-07-01
2024-02-13,355,瑜84189,0,2024-01-01,2024-07-01
2024-02-13,356,鋒09190,0,2024-01-17,2024-07-17
2024-02-13,357,辰25309,0,2024-01-01,2024-07-01
2024-02-13,358,胤73393,0,2024-01-01,2024-07-01
2024-02-13,359,雯71185,0,2024-01-01,2024-07-01
2024-02-13,360,陽75165,0,2024-01-01,2024-07-01
2024-02-13,361,修75146,0,2024-01-01,2024-07-01
2024-02-13,362,澄52425,0,2024-01-01,2024-07-01
2024-02-13,363,齊91680,0,2024-01-01,2024-07-01
2024-02-13,364,任01904,0,2024-01-01,2024-07-01
2024-02-13,365,志42581,0,2024-01-01,2024-07-01
2024-02-13,366,銘27682,0,2024-01-01,2024-07-01
2024-02-13,367,瑄25057,0,2024-01-01,2024-07-01
2024-02-13,368,軒18482,0,2024-01-01,2024-07-01
2024-02-13,369,媚56253,0,2024-01-01,2024-07-01
2024-02-13,370,宏03999,0,2024-01-01,2024-07-01
2024-02-13,371,恩05211,0,2024-01-01,2024-07-01
2024-02-13,372,廷30888,0,2024-01-01,2024-07-01
2024-02-13,373,達07151,0,2024-01-02,2024-07-02
2024-02-13,374,維30726,0,2024-01-07,2024-07-07
2024-02-13,375,宇55190,0,2024-01-01,2024-07-01
2024-02-13,376,維19010,0,2024-01-01,2024-07-01
2024-02-13,377,軒41703,0,2024-01-01,2024-07-01
2024-02-13,378,德56837,0,2024-01-01,2024-07-01
2024-02-13,379,宏68084,0,2024-01-01,2024-07-01
2024-02-13,380,銘07575,0,2024-01-01,2024-07-01
2024-02-13,381,均38602,0,2024-01-01,2024-07-01
2024-02-13,382,森97685,0,2024-01-16,2024-07-16
2024-02-13,383,善63593,0,2024-01-06,2024-07-06
2024-02-13,384,其80379,0,2024-01-01,2024-07-01
2024-02-13,385,凱54542,0,2024-01-01,2024-07-01
2024-02-13,386,慈60973,0,2024-01-01,2024-07-01
2024-02-13,387,柏39348,0,2024-01-01,2024-07-01
2024-02-13,388,政02114,0,2024-01-01,2024-07-01
2024-02-13,389,維02819,0,2024-01-01,2024-07-01
2024-02-13,390,傑08949,0,2024-01-01,2024-07-01
2024-02-13,391,清28768,0,2024-01-01,2024-07-01
2024-02-13,392,樺59312,0,2024-01-01,2024-07-01
2024-02-13,393,苓32585,0,2024-01-12,2024-07-12
2024-02-13,394,佑48838,0,2024-01-01,2024-07-01
2024-02-13,395,挺85986,0,2024-01-18,2024-07-18
2024-02-13,396,翔87667,0,2024-01-01,2024-07-01
2024-02-13,397,澤88126,0,2024-01-01,2024-07-01
2024-02-13,398,惠61603,0,2024-01-01,2024-07-01
2024-02-13,399,謙98919,0,2024-01-01,2024-07-01
2024-02-13,400,儒52438,0,2024-01-01,2024-07-01
2024-02-13,401,諪79353,0,2024-01-01,2024-07-01
2024-02-13,402,綸71332,0,2024-01-01,2024-07-01
2024-02-13,403,俊82091,0,2024-01-20,2024-07-20
2024-02-13,404,宇46627,0,2024-01-01,2024-07-01
2024-02-13,405,榮79069,0,2024-01-01,2024-07-01
2024-02-13,406,玲80919,0,2024-01-01,2024-07-01
2024-02-13,407,峯42126,0,2024-01-01,2024-07-01
2024-02-13,408,興68935,0,2024-01-02,2024-07-02
2024-02-13,409,珍23511,0,2024-01-01,2024-07-01
2024-02-13,410,哲18248,0,2024-01-01,2024-07-01
2024-02-13,411,茗84761,0,2024-01-01,2024-07-01
2024-02-13,412,純50268,0,2024-01-01,2024-07-01
2024-02-13,413,澤24068,0,2024-01-01,2024-07-01
2024-02-13,414,竣90843,0,2024-01-01,2024-07-01
2024-02-13,415,志02217,0,2024-01-01,2024-07-01
2024-02-13,416,源66622,0,2024-01-01,2024-07-01
2024-02-13,417,穎98476,0,2024-01-01,2024-07-01
2024-02-13,418,祥27936,0,2024-01-01,2024-07-01
2024-02-13,419,鈺36539,0,2024-01-01,2024-07-01
2024-02-13,420,佟62985,0,2024-01-01,2024-07-01
2024-02-13,421,杰15887,0,2024-01-15,2024-07-15
2024-02-13,422,萱19278,0,2024-01-01,2024-07-01
2024-02-13,423,蔚64939,0,2024-01-01,2024-07-01
2024-02-13,424,峻22962,0,2024-01-22,2024-07-22
2024-02-13,425,騰77150,0,2024-01-01,2024-07-01
2024-02-13,426,愷55975,0,2024-01-01,2024-07-01
2024-02-13,427,誠01676,0,2024-01-05,2024-07-05
2024-02-13,428,成11417,0,2024-01-01,2024-07-01
2024-02-13,429,青33246,0,2024-01-01,2024-07-01
2024-02-13,430,岳49175,0,2024-01-01,2024-07-01
2024-02-13,431,宏36581,0,2024-01-01,2024-07-01
2024-02-13,432,宇71695,0,2024-01-01,2024-07-01
2024-02-13,433,涵78595,0,2024-01-01,2024-07-01
2024-02-13,434,柔04698,0,2024-01-01,2024-07-01
2024-02-13,435,雅11063,0,2024-01-01,2024-07-01
2024-02-13,436,真57008,0,2024-01-01,2024-07-01
2024-02-13,437,文86898,0,2024-01-01,2024-07-01
2024-02-13,438,蓁91955,0,2024-01-01,2024-07-01
2024-02-13,439,宏19662,0,2024-01-01,2024-07-01
2024-02-13,440,芝98366,0,2024-01-13,2024-07-13
2024-02-13,441,頤18819,0,2024-01-01,2024-07-01
2024-02-13,442,豪90158,0,2024-01-01,2024-07-01
2024-02-13,443,民93113,0,2024-01-01,2024-07-01
2024-02-13,444,宏19960,0,2024-01-01,2024-07-01
2024-02-13,445,宏29390,0,2024-01-20,2024-07-20
2024-02-13,446,翔52325,0,2024-01-01,2024-07-01
2024-02-13,447,霖02589,0,2024-01-01,2024-07-01
2024-02-13,448,世96582,0,2024-01-01,2024-07-01
2024-02-13,449,銘55407,0,2024-01-01,2024-07-01
2024-02-13,450,蓉35712,0,2024-01-01,2024-07-01
2024-02-13,451,誠26343,0,2024-01-01,2024-07-01
2024-02-13,452,駿28972,0,2024-01-01,2024-07-01
2024-02-13,453,琮97217,0,2024-01-01,2024-07-01
2024-02-13,454,廷86700,0,2024-01-01,2024-07-01
2024-02-13,455,澐38399,0,2024-01-01,2024-07-01
2024-02-13,456,澤66041,0,2024-01-01,2024-07-01
2024-02-13,457,婷32700,0,2024-01-01,2024-07-01
2024-02-13,458,瑞97538,0,2024-01-19,2024-07-19
2024-02-13,459,慈10910,0,2024-01-01,2024-07-01
2024-02-13,460,傑25006,0,2024-01-01,2024-07-01
2024-02-13,461,璋80087,0,2024-01-15,2024-07-15
2024-02-13,462,軒00776,0,2024-01-01,2024-07-01
2024-02-13,463,烜08720,0,2024-01-01,2024-07-01
2024-02-13,464,淨95335,0,2024-01-01,2024-07-01
2024-02-13,465,材63594,0,2024-01-01,2024-07-01
2024-02-13,466,珮76957,0,2024-01-01,2024-07-01
2024-02-13,467,葦20603,0,2024-01-01,2024-07-01
2024-02-13,468,誠81367,0,2024-01-01,2024-07-01
2024-02-13,469,豪60478,0,2024-01-23,2024-07-23
2024-02-13,470,昌69709,0,2024-01-01,2024-07-01
2024-02-13,471,謙73711,0,2024-01-01,2024-07-01
2024-02-13,472,恆83094,0,2024-01-01,2024-07-01
2024-02-13,473,廷95265,0,2024-01-01,2024-07-01
2024-02-13,474,昇35500,0,2024-01-01,2024-07-01
2024-02-13,475,正85530,0,2024-01-01,2024-07-01
2024-02-13,476,豪37372,0,2024-01-01,2024-07-01
2024-02-13,477,琳73805,0,2024-01-01,2024-07-01
2024-02-13,478,筠05097,0,2024-01-13,2024-07-13
2024-02-13,479,容43253,0,2024-01-01,2024-07-01
2024-02-13,480,旭45889,0,2024-01-01,2024-07-01
2024-02-13,481,元37496,0,2024-01-01,2024-07-01
2024-02-13,482,豪82386,0,2024-01-01,2024-07-01
2024-02-13,483,玲15279,0,2024-01-01,2024-07-01
2024-02-13,484,邦18620,0,2024-01-01,2024-07-01
2024-02-13,485,惠68337,0,2024-01-01,2024-07-01
2024-02-13,486,翔51341,0,2024-01-01,2024-07-01
2024-02-13,487,芬74496,0,2024-01-01,2024-07-01
2024-02-13,488,璉01770,0,2024-01-01,2024-07-01
2024-02-13,489,丞76197,0,2024-01-01,2024-07-01
2024-02-13,490,元23777,0,2024-01-01,2024-07-01
2024-02-13,491,宏37430,0,2024-01-01,2024-07-01
2024-02-13,492,翰79249,0,2024-01-01,2024-07-01
2024-02-13,493,穎88457,0,2024-01-01,2024-07-01
2024-02-13,494,肇33383,0,2024-01-01,2024-07-01
2024-02-13,495,賢85610,0,2024-01-01,2024-07-01
2024-02-13,496,倫05095,0,2024-01-01,2024-07-01
2024-02-13,497,桀13469,0,2024-01-01,2024-07-01
2024-02-13,498,瑩29741,0,2024-01-01,2024-07-01
2024-02-13,499,勛55223,0,2024-01-01,2024-07-01
2024-02-13,500,峰27290,0,2024-01-16,2024-07-16
2024-02-13,501,融83962,0,2024-01-01,2024-07-01
2024-02-13,502,立19931,0,2024-01-01,2024-07-01
2024-02-13,503,行89356,0,2024-01-01,2024-07-01
2024-02-13,504,權03096,0,2024-01-01,2024-07-01
2024-02-13,505,禎62924,0,2024-01-01,2024-07-01
2024-02-13,506,潔88348,0,2024-01-01,2024-07-01
2024-02-13,507,樺17727,0,2024-01-19,2024-07-19
2024-02-13,508,麟12580,0,2024-01-01,2024-07-01
2024-02-13,509,哲02303,0,2024-01-01,2024-07-01
2024-02-13,510,儒04958,0,2024-01-01,2024-07-01
2024-02-13,511,任72809,0,2024-01-01,2024-07-01
2024-02-13,512,翔60299,0,2024-01-04,2024-07-04
2024-02-13,513,瑜30417,0,2024-01-01,2024-07-01
2024-02-13,514,仁40009,0,2024-01-01,2024-07-01
2024-02-13,515,豪39871,0,2024-01-01,2024-07-01
2024-02-13,516,松82841,0,2024-01-01,2024-07-01
2024-02-13,517,庭70702,0,2024-01-01,2024-07-01
2024-02-13,518,銘30872,0,2024-01-01,2024-07-01
2024-02-13,519,瑋80767,0,2024-01-01,2024-07-01
2024-02-13,520,云99030,0,2024-01-01,2024-07-01
2024-02-13,521,誌27128,0,2024-01-01,2024-07-01
2024-02-13,522,郎35343,0,2024-01-01,2024-07-01
2024-02-13,523,位31153,0,2024-01-01,2024-07-01
2024-02-13,524,妤00194,0,2024-01-01,2024-07-01
2024-02-13,525,禎56465,0,2024-01-01,2024-07-01
2024-02-13,526,欣81702,0,2024-01-01,2024-07-01
2024-02-13,527,怡55855,0,2024-01-01,2024-07-01
2024-02-13,528,翔39085,0,2024-01-01,2024-07-01
2024-02-13,529,穎16536,0,2024-01-01,2024-07-01
2024-02-13,530,倫26332,0,2024-01-03,2024-07-03
2024-02-13,531,哲27321,0,2024-01-08,2024-07-08
2024-02-13,532,庭14360,0,2024-01-01,2024-07-01
2024-02-13,533,宗41294,0,2024-01-01,2024-07-01
2024-02-13,534,洋41935,0,2024-01-01,2024-07-01
2024-02-13,535,蓁37182,0,2024-01-01,2024-07-01
2024-02-13,536,茹80922,0,2024-01-01,2024-07-01
2024-02-13,537,岑75572,0,2024-01-01,2024-07-01
2024-02-13,538,賢15186,0,2024-01-01,2024-07-01
2024-02-13,539,雯81479,0,2024-01-01,2024-07-01
2024-02-13,540,琪83953,0,2024-01-15,2024-07-15
2024-02-13,541,信86303,0,2024-01-01,2024-07-01
2024-02-13,542,琛96714,0,2024-01-01,2024-07-01
2024-02-13,543,智33572,0,2024-01-01,2024-07-01
2024-02-13,544,蘴30394,0,2024-01-01,2024-07-01
2024-02-13,545,輝90726,0,2024-01-01,2024-07-01
2024-02-13,546,緯91330,0,2024-01-01,2024-07-01
2024-02-13,547,哲16875,0,2024-01-01,2024-07-01
2024-02-13,548,碩65965,0,2024-01-01,2024-07-01
2024-02-13,549,杰76352,0,2024-01-24,2024-07-24
2024-02-13,550,宏96837,0,2024-01-01,2024-07-01
2024-02-13,551,騵70501,0,2024-01-19,2024-07-19
2024-02-13,552,彰74138,0,2024-01-19,2024-07-19
2024-02-13,553,森92592,0,2024-01-04,2024-07-04
2024-02-13,554,宇97982,0,2024-01-19,2024-07-19
2024-02-13,555,甯06417,0,2024-01-19,2024-07-19
2024-02-13,556,寧27315,0,2024-01-19,2024-07-19
2024-02-13,557,諭29261,0,2024-01-19,2024-07-19
2024-02-13,558,玉50256,0,2024-01-19,2024-07-19
2024-02-13,559,修05211,0,2024-01-01,2024-07-01
2024-02-13,560,珍38000,0,2024-01-01,2024-07-01
2024-02-13,561,偉46788,0,2024-01-20,2024-07-20
2024-02-13,562,得59364,0,2024-01-20,2024-07-20
2024-02-13,563,宏61828,0,2024-01-20,2024-07-20
2024-02-13,564,茵81882,0,2024-01-20,2024-07-20
2024-02-13,565,雄92703,0,2024-01-20,2024-07-20
2024-02-13,566,翰10600,0,2024-01-20,2024-07-20
2024-02-13,567,郁12983,0,2024-01-20,2024-07-20
2024-02-13,568,茹49338,0,2024-01-01,2024-07-01
2024-02-13,569,勳28466,0,2024-01-22,2024-07-22
2024-02-13,570,祥21509,0,2024-01-01,2024-07-01
2024-02-13,571,賢59432,0,2024-01-01,2024-07-01
2024-02-13,572,峰61190,0,2024-01-21,2024-07-21
2024-02-13,573,芸69697,0,2024-01-21,2024-07-21
2024-02-13,574,壎75416,0,2024-01-21,2024-07-21
2024-02-13,575,家96495,0,2024-01-22,2024-07-22
2024-02-13,576,綸11516,0,2024-01-22,2024-07-22
2024-02-13,577,辰52100,0,2024-01-01,2024-07-01
2024-02-13,578,貴64224,0,2024-01-16,2024-07-16
2024-02-13,579,惠66015,0,2024-01-16,2024-07-16
2024-02-13,580,濤96425,0,2024-01-16,2024-07-16
2024-02-13,581,宇30527,0,2024-01-16,2024-07-16
2024-02-13,582,揚43226,0,2024-01-16,2024-07-16
2024-02-13,583,甯45635,0,2024-01-16,2024-07-16
2024-02-13,584,維93412,0,2024-01-17,2024-07-17
2024-02-13,585,靜02196,0,2024-01-17,2024-07-17
2024-02-13,586,維10023,0,2024-01-17,2024-07-17
2024-02-13,587,帆23625,0,2024-01-17,2024-07-17
2024-02-13,588,翔80678,0,2024-01-18,2024-07-18
2024-02-13,589,璋11848,0,2024-01-18,2024-07-18
2024-02-13,590,偉22400,0,2024-01-12,2024-07-12
2024-02-13,591,兼51455,0,2024-01-18,2024-07-18
2024-02-13,592,的52179,0,2024-01-18,2024-07-18
2024-02-13,593,嘉53929,0,2024-01-18,2024-07-18
2024-02-13,594,卿63964,0,2024-01-18,2024-07-18
2024-02-13,595,珊68516,0,2024-01-18,2024-07-18
2024-02-13,596,如76773,0,2024-01-18,2024-07-18
2024-02-13,597,吟85560,0,2024-01-18,2024-07-18
2024-02-13,598,豪97163,0,2024-01-18,2024-07-18
2024-02-13,599,松05592,0,2024-01-01,2024-07-01
2024-02-13,600,雲06973,0,2024-01-01,2024-07-01
2024-02-13,601,一85252,0,2024-01-07,2024-07-07
2024-02-13,602,欣01524,0,2024-01-07,2024-07-07
2024-02-13,603,偉32726,0,2024-01-07,2024-07-07
2024-02-13,604,珉54270,0,2024-01-07,2024-07-07
2024-02-13,605,輝72841,0,2024-01-07,2024-07-07
2024-02-13,606,豪76724,0,2024-01-07,2024-07-07
2024-02-13,607,震78670,0,2024-01-07,2024-07-07
2024-02-13,608,娟16736,0,2024-01-07,2024-07-07
2024-02-13,609,豪19212,0,2024-01-07,2024-07-07
2024-02-13,610,叡71742,0,2024-01-08,2024-07-08
2024-02-13,611,哲79375,0,2024-01-08,2024-07-08
2024-02-13,612,誠82375,0,2024-01-08,2024-07-08
2024-02-13,613,耀90600,0,2024-01-08,2024-07-08
2024-02-13,614,妡17922,0,2024-01-08,2024-07-08
2024-02-13,615,安23084,0,2024-01-08,2024-07-08
2024-02-13,616,奚87554,0,2024-01-08,2024-07-08
2024-02-13,617,家93328,0,2024-01-08,2024-07-08
2024-02-13,618,男95973,0,2024-01-01,2024-07-01
2024-02-13,619,三37271,0,2024-01-01,2024-07-01
2024-02-13,620,傑00848,0,2024-01-01,2024-07-01
2024-02-13,621,玲36100,0,2024-01-01,2024-07-01
2024-02-13,622,琳58900,0,2024-01-14,2024-07-14
2024-02-13,623,雯66714,0,2024-01-14,2024-07-14
2024-02-13,624,祺67768,0,2024-01-14,2024-07-14
2024-02-13,625,諺70849,0,2024-01-14,2024-07-14
2024-02-13,626,翔22602,0,2024-01-14,2024-07-14
2024-02-13,627,綺50881,0,2024-01-01,2024-07-01
2024-02-13,628,豪08966,0,2024-01-15,2024-07-15
2024-02-13,629,緯10611,0,2024-01-15,2024-07-15
2024-02-13,630,昱22751,0,2024-01-15,2024-07-15
2024-02-13,631,睿37924,0,2024-01-15,2024-07-15
2024-02-13,632,媚50820,0,2024-01-15,2024-07-15
2024-02-13,633,竹51201,0,2024-01-15,2024-07-15
2024-02-13,634,箏76558,0,2024-01-15,2024-07-15
2024-02-13,635,艷77696,0,2024-01-15,2024-07-15
2024-02-13,636,芬83716,0,2024-01-15,2024-07-15
2024-02-13,637,伶00961,0,2024-01-15,2024-07-15
2024-02-13,638,祖04970,0,2024-01-15,2024-07-15
2024-02-13,639,汯84855,0,2024-01-01,2024-07-01
2024-02-13,640,玲98906,0,2024-01-09,2024-07-09
2024-02-13,641,正15339,0,2024-01-09,2024-07-09
2024-02-13,642,浩77335,0,2024-01-10,2024-07-10
2024-02-13,643,捷96374,0,2024-01-10,2024-07-10
2024-02-13,644,安14984,0,2024-01-10,2024-07-10
2024-02-13,645,隆29542,0,2024-01-10,2024-07-10
2024-02-13,646,薇61076,0,2024-01-18,2024-07-18
2024-02-13,647,蓮89391,0,2024-01-10,2024-07-10
2024-02-13,648,文54666,0,2024-01-11,2024-07-11
2024-02-13,649,佑92550,0,2024-01-11,2024-07-11
2024-02-13,650,嬅13646,0,2024-01-01,2024-07-01
2024-02-13,651,文22569,0,2024-01-01,2024-07-01
2024-02-13,652,偉61902,0,2024-01-11,2024-07-11
2024-02-13,653,嚴67485,0,2024-01-11,2024-07-11
2024-02-13,654,凱68400,0,2024-01-11,2024-07-11
2024-02-13,655,霖23879,0,2024-01-12,2024-07-12
2024-02-13,656,超61925,0,2024-01-01,2024-07-01
2024-02-13,657,賢09803,0,2024-01-12,2024-07-12
2024-02-13,658,靜24778,0,2024-01-12,2024-07-12
2024-02-13,659,敏42255,0,2024-01-12,2024-07-12
2024-02-13,660,琍46507,0,2024-01-12,2024-07-12
2024-02-13,661,均56432,0,2024-01-13,2024-07-13
2024-02-13,662,逸58317,0,2024-01-01,2024-07-01
2024-02-13,663,賓71271,0,2024-01-13,2024-07-13
2024-02-13,664,光75277,0,2024-01-01,2024-07-01
2024-02-13,665,銘12101,0,2024-01-13,2024-07-13
2024-02-13,666,霖13663,0,2024-01-13,2024-07-13
2024-02-13,667,暐19308,0,2024-01-13,2024-07-13
2024-02-13,668,翔32835,0,2024-01-13,2024-07-13
2024-02-13,669,彥55508,0,2024-01-13,2024-07-13
2024-02-13,670,醒57357,0,2024-01-13,2024-07-13
2024-02-13,671,翔60289,0,2024-01-13,2024-07-13
2024-02-13,672,翔81200,0,2024-01-01,2024-07-01
2024-02-13,673,銘22621,0,2024-01-02,2024-07-02
2024-02-13,674,宇22634,0,2024-01-02,2024-07-02
2024-02-13,675,宇40852,0,2024-01-02,2024-07-02
2024-02-13,676,羽50091,0,2024-01-01,2024-07-01
2024-02-13,677,瑋37639,0,2024-01-02,2024-07-02
2024-02-13,678,志63742,0,2024-01-02,2024-07-02
2024-02-13,679,錦73211,0,2024-01-02,2024-07-02
2024-02-13,680,瑜97831,0,2024-01-01,2024-07-01
2024-02-13,681,嫣64515,0,2024-01-02,2024-07-02
2024-02-13,682,辰64923,0,2024-01-01,2024-07-01
2024-02-13,683,弦03004,0,2024-01-02,2024-07-02
2024-02-13,684,德72116,0,2024-01-02,2024-07-02
2024-02-13,685,成85051,0,2024-01-02,2024-07-02
2024-02-13,686,瑋12911,0,2024-01-02,2024-07-02
2024-02-13,687,偉52502,0,2024-01-02,2024-07-02
2024-02-13,688,昀68606,0,2024-01-02,2024-07-02
2024-02-13,689,中75738,0,2024-01-01,2024-07-01
2024-02-13,690,皓75990,0,2024-01-02,2024-07-02
2024-02-13,691,原90991,0,2024-01-02,2024-07-02
2024-02-13,692,皓00522,0,2024-01-02,2024-07-02
2024-02-13,693,鴻27097,0,2024-01-02,2024-07-02
2024-02-13,694,妮74024,0,2024-01-02,2024-07-02
2024-02-13,695,光74147,0,2024-01-02,2024-07-02
2024-02-13,696,蓮90891,0,2024-01-02,2024-07-02
2024-02-13,697,銓86572,0,2024-01-02,2024-07-02
2024-02-13,698,瑄05547,0,2024-01-03,2024-07-03
2024-02-13,699,成24638,0,2024-02-03,2024-08-03
2024-02-13,700,禎09087,0,2024-01-01,2024-07-01
2024-02-13,701,零37376,0,2024-01-03,2024-07-03
2024-02-13,702,偉80970,0,2024-01-04,2024-07-04
2024-02-13,703,慶84646,0,2024-01-04,2024-07-04
2024-02-13,704,遠02873,0,2024-01-04,2024-07-04
2024-02-13,705,承05854,0,2024-01-04,2024-07-04
2024-02-13,706,衡32092,0,2024-01-04,2024-07-04
2024-02-13,707,胤61377,0,2024-01-04,2024-07-04
2024-02-13,708,緯69887,0,2024-01-04,2024-07-04
2024-02-13,709,耀85696,0,2024-01-01,2024-07-01
2024-02-13,710,澄92838,0,2024-01-04,2024-07-04
2024-02-13,711,廷06669,0,2024-01-04,2024-07-04
2024-02-13,712,騰36998,0,2024-01-01,2024-07-01
2024-02-13,713,婷48410,0,2024-01-04,2024-07-04
2024-02-13,714,霏80478,0,2024-01-04,2024-07-04
2024-02-13,715,賢01014,0,2024-01-04,2024-07-04
2024-02-13,716,婷30182,0,2024-01-04,2024-07-04
2024-02-13,717,霖65733,0,2024-01-05,2024-07-05
2024-02-13,718,卿22430,0,2024-01-05,2024-07-05
2024-02-13,719,華73531,0,2024-01-05,2024-07-05
2024-02-13,720,樺99670,0,2024-01-05,2024-07-05
2024-02-13,721,靳24286,0,2024-01-05,2024-07-05
2024-02-13,722,誼33604,0,2024-01-05,2024-07-05
2024-02-13,723,謙61249,0,2024-01-05,2024-07-05
2024-02-13,724,堯93796,0,2024-01-05,2024-07-05
2024-02-13,725,元54897,0,2024-01-06,2024-07-06
2024-02-13,726,毅08549,0,2024-01-06,2024-07-06
2024-02-13,727,涵22295,0,2024-01-06,2024-07-06
2024-02-13,728,修26369,0,2024-01-06,2024-07-06
2024-02-13,729,宏32748,0,2024-01-06,2024-07-06
2024-02-13,730,霈46297,0,2024-01-06,2024-07-06
2024-02-13,731,如48774,0,2024-01-06,2024-07-06
2024-02-13,732,尹99613,0,2024-01-06,2024-07-06
2024-02-13,733,偉11177,0,2024-01-01,2024-07-01
2024-02-13,734,榮25435,0,2024-01-06,2024-07-06
2024-02-13,735,雯09172,0,2024-01-01,2024-07-01
2024-02-13,736,慧72756,0,2024-01-01,2024-07-01
2024-02-13,737,芸73438,0,2024-01-31,2024-07-31
2024-02-13,738,銓35842,0,2024-01-01,2024-07-01
2024-02-13,739,宏75873,0,2024-02-01,2024-08-01
2024-02-13,740,群98287,0,2024-02-01,2024-08-01
2024-02-13,741,儫18675,0,2024-01-01,2024-07-01
2024-02-13,742,俽31270,0,2024-01-04,2024-07-04
2024-02-13,743,毓16657,0,2024-01-01,2024-07-01
2024-02-13,744,彰39204,0,2024-02-03,2024-08-03
2024-02-13,745,涵89610,0,2024-01-06,2024-07-06
2024-02-13,746,豪10990,0,2024-01-01,2024-07-01
2024-02-13,747,明17692,0,2024-01-01,2024-07-01
2024-02-13,748,宜67892,0,2024-01-01,2024-07-01
2024-02-13,749,斌95987,0,2024-01-01,2024-07-01
2024-02-13,750,宇28498,0,2024-01-01,2024-07-01
